Longitude,Latitude,Pixel,Scan
342.415651,-13.2081871,50,6650
342.296535,-13.2080086,100,6650
342.177498,-13.2077787,150,6650
342.058509,-13.2074975,200,6650
341.941919,-13.2071721,249,6650
342.534535,-13.0710716,0,6700
342.415415,-13.0709429,50,6700
342.296403,-13.0707634,100,6700
342.177469,-13.0705332,150,6700
342.058583,-13.0702523,200,6700
341.942095,-13.0699278,249,6700
342.534189,-12.9338223,0,6750
342.415172,-12.9336922,50,6750
342.296262,-12.9335119,100,6750
342.17743,-12.9332816,150,6750
342.058647,-12.9330012,200,6750
341.942259,-12.9326778,249,6750
342.533847,-12.7965656,0,6800
342.414931,-12.7964343,50,6800
342.296123,-12.7962534,100,6800
342.177392,-12.7960231,150,6800
342.058711,-12.7957433,200,6800
341.942422,-12.7954211,249,6800
342.533507,-12.6593066,0,6850
342.414692,-12.6591742,50,6850
342.295984,-12.6589928,100,6850
342.177354,-12.6587626,150,6850
342.058773,-12.6584836,200,6850
341.942583,-12.6581628,249,6850
